1,1,1529.9446612635934,94,124,295,330
1,2,64.8219309114247,315,352,136,168
1,3,78.14355918600877,70,102,322,358
1,4,133.82115536608808,54,89,81,113
2,1,1529.9446612635934,91,121,293,328
2,2,64.8219309114247,315,352,136,168
2,3,78.14355918600877,70,102,322,358
2,4,133.82115536608808,54,89,81,113
3,1,1529.9446612635934,88,118,291,326
3,2,64.8219309114247,315,352,136,168
3,3,78.14355918600877,70,102,322,358
3,4,133.82115536608808,54,89,81,113
4,1,1529.9446612635934,85,115,289,324
4,2,64.8219309114247,315,352,136,168
4,3,78.14355918600877,70,102,322,358
4,4,133.82115536608808,54,89,82,114
5,1,1529.9446612635934,81,111,287,322
5,2,64.8219309114247,315,352,136,168
5,3,78.14355918600877,70,102,322,358
5,4,133.82115536608808,54,89,82,114
6,1,1529.9446612635934,78,108,285,320
6,2,64.8219309114247,315,352,136,168
6,3,78.14355918600877,70,102,323,359
6,4,133.82115536608808,54,89,82,114
7,1,1529.9446612635934,75,105,283,318
7,2,64.8219309114247,316,353,136,168
7,3,78.14355918600877,70,102,323,359
7,4,133.82115536608808,54,89,83,115
8,1,1529.9446612635934,72,102,281,316
8,2,64.8219309114247,316,353,136,168
8,3,78.14355918600877,70,102,323,359
8,4,133.82115536608808,54,89,83,115
9,1,1529.9446612635934,68,98,279,314
9,2,64.8219309114247,316,353,136,168
9,3,78.14355918600877,70,102,323,359
9,4,133.82115536608808,53,88,83,115
10,1,1529.9446612635934,65,95,277,312
10,2,64.8219309114247,316,353,136,168
10,3,78.14355918600877,70,102,323,359
10,4,133.82115536608808,53,88,84,116
11,1,1529.9446612635934,62,92,275,310
11,2,64.8219309114247,316,353,136,168
11,3,78.14355918600877,70,102,324,360
11,4,133.82115536608808,53,88,84,116
12,1,1529.9446612635934,59,89,273,308
12,2,64.8219309114247,316,353,136,168
12,3,78.14355918600877,70,102,324,360
12,4,133.82115536608808,53,88,84,116
13,1,1529.9446612635934,55,85,271,306
13,2,64.8219309114247,317,354,136,168
13,3,78.14355918600877,70,102,324,360
13,4,133.82115536608808,53,88,85,117
14,1,1529.9446612635934,52,82,269,304
14,2,64.8219309114247,317,354,136,168
14,3,78.14355918600877,70,102,324,360
14,4,133.82115536608808,53,88,85,117
15,1,1529.9446612635934,49,79,267,302
15,2,64.8219309114247,317,354,136,168
15,3,78.14355918600877,69,101,324,360
15,4,133.82115536608808,53,88,85,117
16,1,1529.9446612635934,46,76,265,300
16,2,64.8219309114247,317,354,136,168
16,3,78.14355918600877,69,101,324,360
16,4,133.82115536608808,53,88,86,118
17,1,1529.9446612635934,42,72,263,298
17,2,64.8219309114247,317,354,136,168
17,3,78.14355918600877,69,101,325,361
17,4,133.82115536608808,53,88,86,118
18,1,1529.9446612635934,39,69,261,296
18,2,64.8219309114247,317,354,136,168
18,3,78.14355918600877,69,101,325,361
18,4,133.82115536608808,52,87,86,118
19,1,1529.9446612635934,36,66,259,294
19,2,64.8219309114247,318,355,136,168
19,3,78.14355918600877,69,101,325,361
19,4,133.82115536608808,52,87,86,118
20,1,1529.9446612635934,33,63,257,292
20,2,64.8219309114247,318,355,136,168
20,3,78.14355918600877,69,101,325,361
20,4,133.82115536608808,52,87,87,119
